countrycode,country,year,rgdpo,pop,csh_i,ave_income,key
EST,Estonia,2012,32000.18359,1.32404,153.5590919,48.6536258,EST-2012
EST,Estonia,2013,33208.0625,1.32005,146.1939744,50.64271757,EST-2013
EST,Estonia,2014,34273.98438,1.316203,147.6942378,52.42103174,EST-2014
FIN,Finland,1970,65207.58984,4.60674,208.0283224,28.49497583,FIN-1970
FIN,Finland,1971,66482.25,4.623389,206.4308899,28.94737052,FIN-1971
FIN,Finland,1972,70943.45313,4.644847,190.5436427,30.74714224,FIN-1972
FIN,Finland,1973,75859.53906,4.668813,198.8897734,32.70902255,FIN-1973
FIN,Finland,1974,78666.45313,4.691818,232.6806733,33.75299061,FIN-1974
FIN,Finland,1975,76398.375,4.711459,242.714123,32.64318688,FIN-1975
FIN,Finland,1976,76358.44531,4.726803,202.3266495,32.52021597,FIN-1976
FIN,Finland,1977,76917.07813,4.738949,189.6407496,32.6741719,FIN-1977
FIN,Finland,1978,80106.86719,4.74994,165.8294973,33.95044493,FIN-1978
FIN,Finland,1979,86359.28125,4.762758,185.1056804,36.5018058,FIN-1979
FIN,Finland,1980,91593.17188,4.779454,199.9656762,38.57879506,FIN-1980
FIN,Finland,1981,92874.35156,4.800899,181.9258982,38.94368747,FIN-1981
FIN,Finland,1982,93781.70313,4.826135,185.0004596,39.11852722,FIN-1982
FIN,Finland,1983,95085.46094,4.853196,178.8536899,39.44120104,FIN-1983
FIN,Finland,1984,97509.50781,4.879222,169.0617491,40.23094481,FIN-1984
FIN,Finland,1985,98259.78906,4.902219,165.7524723,40.35031829,FIN-1985
FIN,Finland,1986,104587.5703,4.921293,161.3894062,42.78235604,FIN-1986
FIN,Finland,1987,109773.1953,4.937259,167.4626592,44.75836793,FIN-1987
FIN,Finland,1988,118293.0234,4.951886,178.7975199,48.08973015,FIN-1988
FIN,Finland,1989,123174.0313,4.967776,196.2379594,49.91384163,FIN-1989
FIN,Finland,1990,123536.4375,4.986705,181.8134841,49.8706745,FIN-1990
FIN,Finland,1991,113355.8906,5.009381,157.6485756,45.55372287,FIN-1991
FIN,Finland,1992,109385.6328,5.034898,144.9608108,43.73543526,FIN-1992
FIN,Finland,1993,109277.1484,5.061465,135.163245,43.46272597,FIN-1993
FIN,Finland,1994,116753.8438,5.086499,141.1689758,46.20788282,FIN-1994
FIN,Finland,1995,131239.125,5.108176,142.8096712,51.72033392,FIN-1995
FIN,Finland,1996,131019.0156,5.126021,139.7927896,51.45384066,FIN-1996
FIN,Finland,1997,142485.5,5.140755,138.5050691,55.79658389,FIN-1997
FIN,Finland,1998,153486.3594,5.153229,137.9741409,59.9589735,FIN-1998
FIN,Finland,1999,160226.3281,5.16478,130.2922516,62.45193505,FIN-1999
FIN,Finland,2000,167990.5625,5.176482,134.1154203,65.33020521,FIN-2000
FIN,Finland,2001,170137.6094,5.188446,129.7039838,66.01260502,FIN-2001
FIN,Finland,2002,170558.5313,5.200632,119.9992064,66.02085889,FIN-2002
FIN,Finland,2003,171414.3281,5.2138,125.6213677,66.18454678,FIN-2003
FIN,Finland,2004,180053.7969,5.228842,133.2721161,69.32032837,FIN-2004
FIN,Finland,2005,187502.4375,5.246368,147.6407024,71.94688801,FIN-2005
FIN,Finland,2006,190195.6719,5.2666,140.8586126,72.69995488,FIN-2006
FIN,Finland,2007,206338.3281,5.289333,143.0113207,78.53131031,FIN-2007
FIN,Finland,2008,214587.7813,5.31417,145.218023,81.28930161,FIN-2008
FIN,Finland,2009,198093.6094,5.340485,130.8273536,74.67128273,FIN-2009
FIN,Finland,2010,202148.6563,5.367693,132.2962387,75.81358547,FIN-2010
FIN,Finland,2011,207375.0625,5.395816,147.2001494,77.3683339,FIN-2011
FIN,Finland,2012,211397.5625,5.424644,139.8469612,78.44993343,FIN-2012
FIN,Finland,2013,207035.8125,5.453061,128.2929564,76.43089856,FIN-2013
FIN,Finland,2014,210108.875,5.47966,120.9673352,77.18886078,FIN-2014
FRA,France,1970,818592.4375,51.99813,160.4011108,31.69157688,FRA-1970
FRA,France,1971,867624.4375,52.441905,154.9297723,33.30559239,FRA-1971
FRA,France,1972,914270,52.919033,153.0312568,34.77974681,FRA-1972
FRA,France,1973,980570.625,53.399306,155.7041328,36.96639607,FRA-1973
FRA,France,1974,1027725.5,53.838682,156.9136002,38.42789179,FRA-1974
FRA,France,1975,1022991.438,54.20709,135.0923779,37.99091482,FRA-1975
FRA,France,1976,1073647,54.494304,142.7262529,39.6619672,FRA-1976
FRA,France,1977,1118702.75,54.715569,139.917059,41.15926701,FRA-1977
FRA,France,1978,1170870,54.897276,137.9938412,42.93601456,FRA-1978
FRA,France,1979,1221186.625,55.077848,141.7105757,44.63431994,FRA-1979
FRA,France,1980,1246880.25,55.285646,147.0846273,45.40212747,FRA-1980
FRA,France,1981,1222484,55.527915,136.6077679,44.31958279,FRA-1981
FRA,France,1982,1220582.25,55.797684,139.6166128,44.03669561,FRA-1982
FRA,France,1983,1203227.125,56.091787,128.8993843,43.18293772,FRA-1983
FRA,France,1984,1190937.375,56.402568,126.0838116,42.50635777,FRA-1984
FRA,France,1985,1171883.625,56.723582,127.6312016,41.58959431,FRA-1985
FRA,France,1986,1239001.375,57.056509,129.0017042,43.71499557,FRA-1986
FRA,France,1987,1277776.75,57.402141,132.0525694,44.81162951,FRA-1987
FRA,France,1988,1345192.375,57.751544,137.1355141,46.89047622,FRA-1988
FRA,France,1989,1397526.5,58.092992,140.4626406,48.42840361,FRA-1989
FRA,France,1990,1444479.25,58.418028,137.3758678,49.77694758,FRA-1990
FRA,France,1991,1452341.5,58.724885,133.9144815,49.78636498,FRA-1991
FRA,France,1992,1481791.5,59.01591,130.0454883,50.54542322,FRA-1992
FRA,France,1993,1481563.125,59.292228,119.1039283,50.30211393,FRA-1993
FRA,France,1994,1514447.375,59.55646,120.7545406,51.19047476,FRA-1994
FRA,France,1995,1554860.25,59.811881,120.1445378,52.33204988,FRA-1995
FRA,France,1996,1587360.25,60.055803,110.8604502,53.20891077,FRA-1996
FRA,France,1997,1674515.125,60.290831,103.7375518,55.91156531,FRA-1997
FRA,France,1998,1763625.625,60.531978,104.555339,58.65234508,FRA-1998
FRA,France,1999,1829754.25,60.799015,105.072554,60.58429625,FRA-1999
FRA,France,2000,1942994.625,61.105231,106.8055049,64.01136012,FRA-2000
FRA,France,2001,2008238.5,61.456854,103.0775735,65.78226306,FRA-2001
FRA,France,2002,2036409.125,61.847608,96.85356428,66.28358248,FRA-2002
FRA,France,2003,1955126.125,62.262671,100.3755467,63.21365148,FRA-2003
FRA,France,2004,2005503.625,62.680418,116.0992943,64.41031359,FRA-2004
FRA,France,2005,2103202,63.084614,125.3231121,67.11527628,FRA-2005
FRA,France,2006,2139617.5,63.470828,131.8344165,67.86187013,FRA-2006
FRA,France,2007,2267029,63.842097,139.7603903,71.48481182,FRA-2007
FRA,France,2008,2297684.75,64.198684,139.1404189,72.04903401,FRA-2008
FRA,France,2009,2248625.25,64.542997,121.6542741,70.13451559,FRA-2009
FRA,France,2010,2313305,64.876959,126.4975157,71.78046343,FRA-2010
FRA,France,2011,2392258,65.199104,134.6305409,73.86355981,FRA-2011
FRA,France,2012,2421442.25,65.508241,128.8245356,74.41183664,FRA-2012
FRA,France,2013,2515464,65.807241,122.4963203,76.94993714,FRA-2013
FRA,France,2014,2550435,66.100168,121.9247262,77.67397709,FRA-2014
DEU,Germany,1970,1100585.125,78.366605,194.6125679,28.27199481,DEU-1970
DEU,Germany,1971,1135553.75,78.584779,184.9527409,29.08928897,DEU-1971
DEU,Germany,1972,1190318.625,78.700104,174.8016822,30.44750911,DEU-1972
DEU,Germany,1973,1256749.25,78.732884,167.4266483,32.13337342,DEU-1973
DEU,Germany,1974,1276823.375,78.713928,150.6537951,32.65450357,DEU-1974
DEU,Germany,1975,1275894.375,78.667327,139.5822597,32.6500744,DEU-1975
DEU,Germany,1976,1345902.875,78.604473,146.5757674,34.46912879,DEU-1976
DEU,Germany,1977,1396446.75,78.524727,145.1134096,35.79989812,DEU-1977
DEU,Germany,1978,1444850.75,78.426715,148.7581959,37.08709438,DEU-1978
DEU,Germany,1979,1512194.25,78.305017,160.4767442,38.8760239,DEU-1979
DEU,Germany,1980,1533229.375,78.159527,158.186564,39.4901747,DEU-1980
DEU,Germany,1981,1500899.875,77.990369,140.5887009,38.74133593,DEU-1981
DEU,Germany,1982,1466738.875,77.812348,136.4976334,37.94618578,DEU-1982
DEU,Germany,1983,1466791.125,77.657451,144.0742428,38.02322841,DEU-1983
DEU,Germany,1984,1480377.875,77.566776,141.499942,38.42029465,DEU-1984
DEU,Germany,1985,1482029.625,77.570009,137.4691294,38.46155949,DEU-1985
DEU,Germany,1986,1599785.5,77.671877,137.1121874,41.46310314,DEU-1986
DEU,Germany,1987,1670961.625,77.864381,135.6736297,43.20076993,DEU-1987
DEU,Germany,1988,1760604.375,78.146938,140.7187427,45.35379754,DEU-1988
DEU,Germany,1989,1836866.125,78.51479,145.3959614,47.09663494,DEU-1989
DEU,Germany,1990,1977566.375,78.958237,144.5638172,50.41937671,DEU-1990
DEU,Germany,1991,2088386.875,79.483739,149.5934485,52.89279449,DEU-1991
DEU,Germany,1992,2164367.75,80.07594,149.6295483,54.41177016,DEU-1992
DEU,Germany,1993,2190119.5,80.675999,142.8092719,54.64964011,DEU-1993
DEU,Germany,1994,2279623.25,81.206786,140.0233307,56.51120938,DEU-1994
DEU,Germany,1995,2376434,81.6129,136.3620262,58.61797257,DEU-1995
DEU,Germany,1996,2409760.75,81.870772,127.2824447,59.25280125,DEU-1996
DEU,Germany,1997,2481533.5,81.993831,122.6530039,60.92602021,DEU-1997
DEU,Germany,1998,2555663,82.010184,120.173859,62.73351838,DEU-1998
DEU,Germany,1999,2641263.5,81.96583,117.6533225,64.86982631,DEU-1999
DEU,Germany,2000,2703665.75,81.895925,118.9130539,66.45911491,DEU-2000
DEU,Germany,2001,2747856,81.809438,110.5914855,67.61676782,DEU-2001
DEU,Germany,2002,2750451.5,81.699829,98.63672007,67.77143631,DEU-2002
DEU,Germany,2003,2804614,81.569481,99.83648506,69.21643781,DEU-2003
DEU,Germany,2004,2879092.5,81.417791,99.65941282,71.18691121,DEU-2004
DEU,Germany,2005,3013837.75,81.246801,98.84047879,74.67538055,DEU-2005
DEU,Germany,2006,3080339,81.055904,103.6341293,76.5028663,DEU-2006
DEU,Germany,2007,3274641,80.854515,107.1710979,81.53109309,DEU-2007
DEU,Germany,2008,3364911.75,80.665906,109.45108,83.97451591,DEU-2008
DEU,Germany,2009,3139045.5,80.519685,94.59018882,78.48007146,DEU-2009
DEU,Germany,2010,3292697.5,80.435307,101.9997095,82.40792073,DEU-2010
DEU,Germany,2011,3473488.75,80.424665,109.7403071,86.94417328,DEU-2011
DEU,Germany,2012,3484178,80.477952,100.7815469,87.15398802,DEU-2012
DEU,Germany,2013,3597396.5,80.565861,98.37131533,89.88787246,DEU-2013
DEU,Germany,2014,3750589,80.646262,96.90507187,93.62225112,DEU-2014
GRC,Greece,1970,90212.52344,8.778676,212.6056929,20.68719732,GRC-1970
GRC,Greece,1971,97349.21875,8.819206,220.9816772,22.22116529,GRC-1971
GRC,Greece,1972,107159.1172,8.856097,235.9702497,24.3585038,GRC-1972
GRC,Greece,1973,115118.1797,8.897126,256.1718386,26.04701853,GRC-1973
GRC,Greece,1974,107811.0625,8.952862,216.4452462,24.24182334,GRC-1974
GRC,Greece,1975,114055.7578,9.03008,205.4200678,25.4266686,GRC-1975
GRC,Greece,1976,121505.4297,9.132531,208.1524587,26.78356463,GRC-1976
GRC,Greece,1977,123699.3203,9.255749,186.0960478,26.90416952,GRC-1977
GRC,Greece,1978,132472.4688,9.388188,181.9838592,28.40584405,GRC-1978
GRC,Greece,1979,135232.9531,9.513594,164.6236857,28.61552805,GRC-1979
GRC,Greece,1980,137737.6719,9.620274,163.684663,28.82233375,GRC-1980
GRC,Greece,1981,137955.1875,9.704947,152.1789242,28.61598596,GRC-1981
GRC,Greece,1982,133677.9844,9.77125,157.2779725,27.54061347,GRC-1982
GRC,Greece,1983,132038.0156,9.822999,148.558604,27.05943567,GRC-1983
GRC,Greece,1984,135269.6094,9.866725,145.4786992,27.59885459,GRC-1984
GRC,Greece,1985,140504.8281,9.907831,157.8922896,28.54805364,GRC-1985
GRC,Greece,1986,146577.0313,9.945576,164.0895011,29.6687895,GRC-1986
GRC,Greece,1987,145561.9688,9.979755,133.7434995,29.36242278,GRC-1987
GRC,Greece,1988,155929.5938,10.017036,148.1939208,31.33669273,GRC-1988
GRC,Greece,1989,164240.9531,10.065859,144.6725457,32.84690544,GRC-1989
GRC,Greece,1990,166414.3906,10.131737,143.4114819,33.06517438,GRC-1990
GRC,Greece,1991,177589.7969,10.217782,152.2646667,34.98849195,GRC-1991
GRC,Greece,1992,180818.125,10.321044,143.9936956,35.26810931,GRC-1992
GRC,Greece,1993,185564.1563,10.433351,139.5958026,35.80421195,GRC-1993
GRC,Greece,1994,195787.9531,10.54297,131.1326102,37.38409241,GRC-1994
GRC,Greece,1995,203839.2344,10.641169,133.8069071,38.56224283,GRC-1995
GRC,Greece,1996,209472.0313,10.725634,135.7518381,39.31578191,GRC-1996
GRC,Greece,1997,227896.9688,10.79819,124.2186435,42.48654641,GRC-1997
GRC,Greece,1998,237137.7031,10.859311,132.8787042,43.96045554,GRC-1998
GRC,Greece,1999,243539.4063,10.910741,125.7280982,44.9343892,GRC-1999
GRC,Greece,2000,256589.9375,10.954032,128.4554423,47.15518596,GRC-2000
GRC,Greece,2001,269893.2813,10.987715,121.9599966,49.44797756,GRC-2001
GRC,Greece,2002,286008.8438,11.01149,116.0110577,52.28742081,GRC-2002
GRC,Greece,2003,281547.1875,11.029587,140.8899318,51.38729874,GRC-2003
GRC,Greece,2004,292296.7188,11.047739,139.5922501,53.26162111,GRC-2004
GRC,Greece,2005,286767.375,11.069662,127.848762,52.15059008,GRC-2005
GRC,Greece,2006,306922.2188,11.098212,155.3028174,55.67229937,GRC-2006
GRC,Greece,2007,313367.2188,11.131302,168.1074219,56.67237899,GRC-2007
GRC,Greece,2008,326717.6563,11.161755,151.3552165,58.92559354,GRC-2008
GRC,Greece,2009,319695.6875,11.179425,115.127169,57.56800209,GRC-2009
GRC,Greece,2010,301925.1563,11.177509,99.34469862,54.37735986,GRC-2010
GRC,Greece,2011,271560.8125,11.153047,86.6243711,49.01594875,GRC-2011
GRC,Greece,2012,265921.0938,11.109662,78.93517723,48.1854355,GRC-2012
GRC,Greece,2013,274454.0625,11.055164,71.13080197,49.97678566,GRC-2013
GRC,Greece,2014,271556.4063,11.000777,74.94024991,49.69360893,GRC-2014
HUN,Hungary,1970,53901.28906,10.345553,139.8183363,10.48840111,HUN-1970
HUN,Hungary,1971,57689.92578,10.381705,156.4342685,11.18652358,HUN-1971
HUN,Hungary,1972,59059.64453,10.417419,130.3760106,11.41286139,HUN-1972
HUN,Hungary,1973,61621.29297,10.454502,123.8109711,11.86564369,HUN-1973
HUN,Hungary,1974,64790.98047,10.495442,146.1733122,12.42732526,HUN-1974
HUN,Hungary,1975,67689.375,10.541344,153.4124285,12.92672067,HUN-1975
HUN,Hungary,1976,74220.78125,10.593989,148.4300863,14.10359571,HUN-1976
HUN,Hungary,1977,83365.90625,10.650975,148.8537957,15.7566162,HUN-1977
HUN,Hungary,1978,93778.64844,10.704187,165.0507996,17.63657006,HUN-1978
HUN,Hungary,1979,101018.2422,10.742694,133.168864,18.92999277,HUN-1979
HUN,Hungary,1980,109653.6094,10.759022,125.223708,20.51700585,HUN-1980
HUN,Hungary,1981,111345.7422,10.75027,122.5393467,20.85057753,HUN-1981
HUN,Hungary,1982,112281.2422,10.719749,119.476367,21.08562305,HUN-1982
HUN,Hungary,1983,111011.7422,10.673963,111.9792091,20.93664415,HUN-1983
HUN,Hungary,1984,111839.1094,10.622559,108.5349991,21.19475469,HUN-1984
HUN,Hungary,1985,111432.6719,10.572975,105.0102196,21.21676592,HUN-1985
HUN,Hungary,1986,117148.5938,10.526561,108.6871539,22.40342484,HUN-1986
HUN,Hungary,1987,125148.375,10.482364,105.3586289,24.03420851,HUN-1987
HUN,Hungary,1988,126438.7969,10.442721,100.4512467,24.37420873,HUN-1988
HUN,Hungary,1989,130312.1016,10.409854,96.8499383,25.20019821,HUN-1989
HUN,Hungary,1990,130411.6563,10.385061,89.57332365,25.27965863,HUN-1990
HUN,Hungary,1991,118674.5703,10.370223,79.34796354,23.03739764,HUN-1991
HUN,Hungary,1992,119280.2422,10.364661,63.33329377,23.16739783,HUN-1992
HUN,Hungary,1993,127498.3672,10.363797,79.68498335,24.76564091,HUN-1993
HUN,Hungary,1994,134203.6875,10.361134,87.70452169,26.07480113,HUN-1994
HUN,Hungary,1995,137237.1563,10.351994,85.38240805,26.68772446,HUN-1995
HUN,Hungary,1996,135652.3438,10.334876,88.58063246,26.42322835,HUN-1996
HUN,Hungary,1997,137299.7031,10.311227,92.43264846,26.80544963,HUN-1997
HUN,Hungary,1998,140583.75,10.282937,100.1895568,27.52211435,HUN-1998
HUN,Hungary,1999,144869.8594,10.25311,94.91269629,28.44371171,HUN-1999
HUN,Hungary,2000,153386.1563,10.224113,99.43192113,30.20121187,HUN-2000
HUN,Hungary,2001,165198.5156,10.195978,103.2333841,32.61678096,HUN-2001
HUN,Hungary,2002,173977.5938,10.168101,99.8430864,34.44429617,HUN-2002
HUN,Hungary,2003,174458.3906,10.141471,103.0416143,34.63018047,HUN-2003
HUN,Hungary,2004,172741.625,10.117213,122.6231355,34.37161619,HUN-2004
HUN,Hungary,2005,184161.4688,10.095964,117.960015,36.72102735,HUN-2005
HUN,Hungary,2006,182762.9844,10.078461,122.1365066,36.50546358,HUN-2006
HUN,Hungary,2007,185643.3281,10.064138,120.3003782,37.13356184,HUN-2007
HUN,Hungary,2008,198735.7813,10.050699,127.7098248,39.80555155,HUN-2008
HUN,Hungary,2009,194265.3906,10.034951,105.0339382,38.97122216,HUN-2009
HUN,Hungary,2010,201116.9219,10.014633,102.7574266,40.42754984,HUN-2010
HUN,Hungary,2011,208628.6563,9.988846,103.0944762,42.04578736,HUN-2011
HUN,Hungary,2012,209031.0156,9.958334,101.9098448,42.25595181,HUN-2012
HUN,Hungary,2013,216096.4219,9.924507,105.6538872,43.83312963,HUN-2013
HUN,Hungary,2014,224983.125,9.88954,111.5690724,45.79707063,HUN-2014
ISL,Iceland,1970,3177.074463,0.204392,161.8610266,31.2915695,ISL-1970
ISL,Iceland,1971,3824.119629,0.20705,231.6908685,37.18091567,ISL-1971
ISL,Iceland,1972,3763.851074,0.209868,180.0527964,36.10356215,ISL-1972
ISL,Iceland,1973,4214.372559,0.212731,216.9791498,39.88099546,ISL-1973
ISL,Iceland,1974,4535.095215,0.215465,263.4690192,42.3714691,ISL-1974
ISL,Iceland,1975,4558.227051,0.217958,252.8726268,42.10047407,ISL-1975
ISL,Iceland,1976,4558.899414,0.220162,195.501208,41.6851621,ISL-1976
ISL,Iceland,1977,5138.316895,0.222142,220.1572146,46.56440454,ISL-1977
ISL,Iceland,1978,5370.450195,0.224019,183.7807501,48.26026311,ISL-1978
ISL,Iceland,1979,5631.285645,0.225972,180.506863,50.16684328,ISL-1979
ISL,Iceland,1980,5986.566895,0.228127,196.4631273,52.82810066,ISL-1980
ISL,Iceland,1981,6268.043945,0.230525,201.8100638,54.73660388,ISL-1981
ISL,Iceland,1982,6508.527832,0.233121,215.2188762,56.20373989,ISL-1982
ISL,Iceland,1983,5864.661133,0.23586,141.664559,50.05557737,ISL-1983
ISL,Iceland,1984,6451.640137,0.238647,176.4834359,54.4224391,ISL-1984
ISL,Iceland,1985,6387.088379,0.241411,154.4812562,53.26104912,ISL-1985
ISL,Iceland,1986,6960.627441,0.244145,126.9006518,57.39372349,ISL-1986
ISL,Iceland,1987,7809.82666,0.246867,149.6545765,63.68574031,ISL-1987
ISL,Iceland,1988,8043.368164,0.249563,161.5450539,64.88160676,ISL-1988
ISL,Iceland,1989,7689.916016,0.252219,138.4841109,61.37728074,ISL-1989
ISL,Iceland,1990,7683.538086,0.25483,134.5707299,60.69802223,ISL-1990
ISL,Iceland,1991,7823.562012,0.257387,149.4025592,61.19018519,ISL-1991
ISL,Iceland,1992,7503.133789,0.259895,137.2290713,58.11772589,ISL-1992
ISL,Iceland,1993,7622.693848,0.262383,133.2886637,58.48394101,ISL-1993
ISL,Iceland,1994,7865.760254,0.264893,114.8866892,59.77699366,ISL-1994
ISL,Iceland,1995,7891.046875,0.267454,120.7724276,59.39492961,ISL-1995
ISL,Iceland,1996,8121.557129,0.270089,137.3998307,60.53356519,ISL-1996
ISL,Iceland,1997,8816.363281,0.272798,132.8342122,65.05971273,ISL-1997
ISL,Iceland,1998,9208.710938,0.275568,158.242971,67.27193234,ISL-1998
ISL,Iceland,1999,9795.511719,0.278376,139.7103776,70.83684087,ISL-1999
ISL,Iceland,2000,9832.509766,0.281214,156.3952827,70.38681192,ISL-2000
ISL,Iceland,2001,10270.60547,0.284037,141.8423787,72.79222192,ISL-2001
ISL,Iceland,2002,10332.37793,0.286865,123.1572312,72.50810676,ISL-2002
ISL,Iceland,2003,10110.63574,0.289824,140.8973764,70.22762224,ISL-2003
ISL,Iceland,2004,10737.75781,0.293084,174.5660496,73.75395947,ISL-2004
ISL,Iceland,2005,11162.75684,0.296745,234.0034869,75.72720027,ISL-2005
ISL,Iceland,2006,10388.28418,0.300887,280.027124,69.5031109,ISL-2006
ISL,Iceland,2007,11137.4834,0.305415,204.4466771,73.41090077,ISL-2007
ISL,Iceland,2008,12699.44336,0.310033,162.0803927,82.45948327,ISL-2008
ISL,Iceland,2009,12464.22754,0.314336,91.22462384,79.82429517,ISL-2009
ISL,Iceland,2010,11644.13867,0.318042,70.67209528,73.70326704,ISL-2010
ISL,Iceland,2011,11794.95313,0.32103,77.97734276,73.96298786,ISL-2011
ISL,Iceland,2012,12252.6875,0.323407,85.24041453,76.26860231,ISL-2012
ISL,Iceland,2013,12616.86328,0.325392,82.3070843,78.05637383,ISL-2013
ISL,Iceland,2014,12987.29199,0.327318,94.62468994,79.87531101,ISL-2014
IRL,Ireland,1970,25060.04688,2.947339,118.7464315,17.11652641,IRL-1970
IRL,Ireland,1971,25918.69141,2.984044,118.923755,17.4852439,IRL-1971
IRL,Ireland,1972,27935.11719,3.027538,127.0136132,18.57482543,IRL-1972
IRL,Ireland,1973,29587.7793,3.076273,142.2766561,19.36205026,IRL-1973
IRL,Ireland,1974,30306.85547,3.128,149.1161297,19.50464183,IRL-1974
IRL,Ireland,1975,31709.26172,3.180805,113.9631488,20.06840844,IRL-1975
IRL,Ireland,1976,33159.875,3.234153,131.2632446,20.6403078,IRL-1976
IRL,Ireland,1977,36516.42188,3.28762,143.7299556,22.35993045,IRL-1977
IRL,Ireland,1978,40047.22656,3.339499,152.3047476,24.14098428,IRL-1978
IRL,Ireland,1979,42228.73047,3.387822,175.7361905,25.09292495,IRL-1979
IRL,Ireland,1980,44068.83594,3.431078,153.2261719,25.85620808,IRL-1980
IRL,Ireland,1981,44811.50781,3.468884,162.2489029,26.00540527,IRL-1981
IRL,Ireland,1982,45301.67969,3.501213,164.982004,26.04711449,IRL-1982
IRL,Ireland,1983,44442.50781,3.527472,144.1231306,25.36289528,IRL-1983
IRL,Ireland,1984,45435.33203,3.547157,136.6980542,25.78559405,IRL-1984
IRL,Ireland,1985,45523.99219,3.560225,121.038025,25.74107861,IRL-1985
IRL,Ireland,1986,48284.35938,3.566327,115.4225982,27.25518652,IRL-1986
IRL,Ireland,1987,51578.72266,3.566416,105.3739994,29.11403699,IRL-1987
IRL,Ireland,1988,53665.72656,3.563438,104.8937207,30.31737899,IRL-1988
IRL,Ireland,1989,57179.125,3.561331,116.9100363,32.32131422,IRL-1989
IRL,Ireland,1990,61747.14453,3.563106,136.6235015,34.88606474,IRL-1990
IRL,Ireland,1991,62750.61719,3.57014,129.6502121,35.38315876,IRL-1991
IRL,Ireland,1992,67141.95313,3.582342,114.305282,37.73034462,IRL-1992
IRL,Ireland,1993,71282.0625,3.599451,108.9865567,39.86647506,IRL-1993
IRL,Ireland,1994,74829.91406,3.620616,115.489077,41.60606339,IRL-1994
IRL,Ireland,1995,86206.13281,3.645333,129.4213432,47.60634091,IRL-1995
IRL,Ireland,1996,93017.17188,3.673553,137.4841081,50.97305547,IRL-1996
IRL,Ireland,1997,103901.4766,3.706032,136.6664246,56.43862192,IRL-1997
IRL,Ireland,1998,113868.4844,3.743948,132.7902088,61.22623841,IRL-1998
IRL,Ireland,1999,123086.3828,3.788816,128.7892056,65.39888448,IRL-1999
IRL,Ireland,2000,137995,3.841574,118.5060624,72.31326882,IRL-2000
IRL,Ireland,2001,148272.4375,3.901688,114.0135166,76.5018144,IRL-2001
IRL,Ireland,2002,167328.3125,3.968213,109.4017855,84.8864364,IRL-2002
IRL,Ireland,2003,182173.4375,4.040986,111.757845,90.75311773,IRL-2003
IRL,Ireland,2004,192311.9844,4.119773,121.004767,93.97166211,IRL-2004
IRL,Ireland,2005,208528.9844,4.2037,134.3590751,99.86160908,IRL-2005
IRL,Ireland,2006,212483.7188,4.293942,157.0581474,99.61697069,IRL-2006
IRL,Ireland,2007,236210.5625,4.388612,160.315635,108.3517609,IRL-2007
IRL,Ireland,2008,225534.1563,4.480145,146.6106534,101.3407466,IRL-2008
IRL,Ireland,2009,218560.5156,4.558603,121.8130595,96.51699252,IRL-2009
IRL,Ireland,2010,220290.2031,4.617334,112.2854948,96.04344705,IRL-2010
IRL,Ireland,2011,227895.7969,4.652714,117.2032082,98.60383454,IRL-2011
IRL,Ireland,2012,227082.6406,4.667868,127.9801364,97.93303541,IRL-2012
IRL,Ireland,2013,230467.7188,4.671263,119.3802859,99.32066756,IRL-2013
IRL,Ireland,2014,242766.4219,4.675164,130.9291257,104.5335293,IRL-2014
ISR,Israel,1970,38031.20703,2.849623,147.659825,26.86683747,ISR-1970
ISR,Israel,1971,42383.84375,2.936668,163.2173793,29.05422766,ISR-1971
ISR,Israel,1972,46911.17969,3.033919,164.7986194,31.12692498,ISR-1972
ISR,Israel,1973,50762.05469,3.137029,163.7268462,32.57500608,ISR-1973
ISR,Israel,1974,53333.70703,3.239561,158.8441743,33.14205664,ISR-1974
ISR,Israel,1975,55479.83984,3.33676,162.2732949,33.47141513,ISR-1975
ISR,Israel,1976,55639.95313,3.427662,141.20102,32.67778507,ISR-1976
ISR,Israel,1977,55719.32031,3.513516,129.4580057,31.92476586,ISR-1977
ISR,Israel,1978,58259.45313,3.59447,127.6673606,32.62837061,ISR-1978
ISR,Israel,1979,61088.91016,3.671264,136.3995911,33.4973621,ISR-1979
ISR,Israel,1980,62633.21875,3.744667,116.5239067,33.67095029,ISR-1980
ISR,Israel,1981,66302.46094,3.81527,108.2577535,34.98389952,ISR-1981
ISR,Israel,1982,68249.65625,3.883547,124.6329689,35.37820133,ISR-1982
ISR,Israel,1983,71167.82813,3.950241,134.2575101,36.26803001,ISR-1983
ISR,Israel,1984,72221.17969,4.016229,124.7491719,36.20011553,ISR-1984
ISR,Israel,1985,73448.03906,4.082781,108.6804344,36.21495639,ISR-1985
ISR,Israel,1986,78469.45313,4.148764,110.231961,38.07551106,ISR-1986
ISR,Israel,1987,84854.99219,4.215756,110.503227,40.51965858,ISR-1987
ISR,Israel,1988,88118.10156,4.29086,110.270244,41.34134801,ISR-1988
ISR,Israel,1989,87025.01563,4.383341,109.7556042,39.96710565,ISR-1989
ISR,Israel,1990,95793.0625,4.499161,125.4659718,42.8614017,ISR-1990
ISR,Israel,1991,104952.1563,4.6416,168.9381307,45.51845373,ISR-1991
ISR,Israel,1992,114117.1875,4.806983,173.5974842,47.79058202,ISR-1992
